spanish,english,sdgs
"En Rochester se encuentra la Gleason Corporation, fundada por el inventor de la primera mÃ¡quina para tallar engranajes cÃ³nicos de dentado recto y uno de los principales proveedores del mundo de las mÃ¡quinas, herramientas y tecnologÃ­as necesarias para producir engranajes "," In Rochester, the Gleason Corporation can be found, founded by the inventor of the first machine for cutting straight-tooth bevel gears and one of the world's leading suppliers of the machines, tools, and technologies required to produce gears ",
"Regresar a mi universidad Âalma materÂ como ponente de la lecciÃ³n inaugural me produce una profunda gratitudÂ, ha expresado | Returning to my 'alma mater' university as the speaker for the inaugural lesson fills me with deep gratitude,"" he expressed ",   ,
"ÂLa investigaciÃ³n, la pasiÃ³n por el aprendizaje y el deseo de marcar una diferencia pueden llevarnos a alcanzar metas que ni siquiera podemos imaginar en este momento "," ""Research, a passion for learning, and the desire to make a difference can lead us to achieve goals that we cannot even imagine at this moment"" ",
"Que este aÃ±o acadÃ©mico venga lleno de Ã©xitos, de nuevos descubrimientos y de crecimiento sin lÃ­miteÂ, ha deseado al tÃ©rmino de su intervenciÃ³n "," ""May this academic year be full of successes, new discoveries, and limitless growth,"" he wished at the end of his speech ",
"La ÂlectioÂ ha repasado el historial de avances en la tecnologÃ­a del engranaje, un Âelemento de mÃ¡quina milenario que ha sido usado desde los comienzos de la civilizaciÃ³nÂ "," The 'lectio' has reviewed the history of advances in gear technology, an ""ancient machine element that has been used since the beginning of civilization"" ",
"Ha destacado los actuales retos y oportunidades para lograr la reducciÃ³n de ruido y vibraciÃ³n en engranajes para vehÃ­culos elÃ©ctricos, la bÃºsqueda de relaciones de transmisiÃ³n cada vez mÃ¡s elevadas en volÃºmenes lo mÃ¡s compactos posibles, la mejora de la eficiencia y de la vida del engranaje en condiciones de no lubricaciÃ³n, el desarrollo de nuevas geometrÃ­as para impresiÃ³n 3D en metal o el uso de engranajes de plÃ¡stico que cada vez se estÃ¡ extendiendo a aplicaciones con mayor demanda de potencia ","  It has highlighted the current challenges and opportunities to achieve noise and vibration reduction in gears for electric vehicles, the pursuit of increasingly higher transmission ratios in the most compact volumes possible, enhancing the efficiency and life of gears under non-lubrication conditions, developing new geometries for 3D metal printing, or using plastic gears that are increasingly being applied to high-power demand applications ",
Una conferencia sobre los recursos para la recuperaciÃ³n del patrimonio ha inaugurado este martes en el campus CIM de al Universidad PolitÃ©cnica de Cartagena las XXIX Jornadas de Patrimonio Cultural de la RegiÃ³n de Murcia. ," A conference on resources for heritage recovery opened this Tuesday at the CIM campus of the Polytechnic University of Cartagena, the XXIX Cultural Heritage Days of the Region of Murcia. ",11
"Este aÃ±o se celebran hasta el prÃ³ximo dÃ­a 24 en Cartagena, Aledo, Santomera y la pedanÃ­a murciana de Monteagudo. "," This year they will be held until the next day 24 in Cartagena, Aledo, Santomera, and the village of Monteagudo in Murcia. ",11
"El programa de las jornadas incluye conferencias impartidas por destacados especialistas en la recuperaciÃ³n y puesta en valor del patrimonio histÃ³rico, arquitectÃ³nico, arqueolÃ³gico, paleontolÃ³gico, documental, social, inmaterial, asÃ­ como visitas tÃ©cnicas a diferentes Bienes de InterÃ©s Cultural de la RegiÃ³n. "," The program of the days includes conferences given by prominent specialists in the recovery and enhancement of historical, architectural, archaeological, paleontological, documentary, social, intangible heritage, as well as technical visits to different Cultural Interest Properties in the Region. ",11
"Entre ellos, el yacimiento paleontolÃ³gico de la Cueva Victoria, en Cartagena; las huellas fÃ³siles de vertebrados mamÃ­feros de la Sierra de las Cabras, en Jumilla; la solana de la Sierra de Orihuela en Santomera o la catedral de Murcia para profundizar en la restauraciÃ³n de su fachada principal. "," Among them, the paleontological site of Cueva Victoria, in Cartagena; the fossil footprints of mammalian vertebrates in the Sierra de las Cabras, in Jumilla; the sunshine of the Sierra de Orihuela in Santomera or the cathedral of Murcia to delve into the restoration of its main facade. ",11
"En estas jornadas participan fundamentalmente profesionales vinculados a trabajos de catalogaciÃ³n, documentaciÃ³n y/o intervenciones de restauraciÃ³n y conservaciÃ³n del Patrimonio Cultural de nuestra RegiÃ³n. "," In these days, professionals mainly involved in cataloging, documentation, and/or restoration and conservation interventions of the Cultural Heritage of our Region participate. ",4
"Las jornadas estÃ¡n organizadas por la UPCT y la consejerÃ­a de Turismo, Cultura, Juventud y Deportes de la RegiÃ³n de Murcia. "," The days are organized by the UPCT and the Ministry of Tourism, Culture, Youth, and Sports of the Region of Murcia. ","4,11"
"Inaugurado el nuevo curso acadÃ©mico de la Universidad de Mayores de la Universidad PolitÃ©cnica de Cartagena (UPCT), que este aÃ±o conmemora su vigÃ©simo aniversario. "," The new academic year of the Senior University of the Polytechnic University of Cartagena (UPCT) has been inaugurated, celebrating its twentieth anniversary. ",4
"Con 231 estudiantes que superan los 50 aÃ±os, la Universidad de Mayores ofrece un programa que contribuye activamente al desarrollo formativo y cultural de sus alumnos. "," With 231 students over 50 years old, the Senior University offers a program that actively contributes to the formative and cultural development of its students. ",4
"Entre las asignaturas: 'Cultura del antiguo Egipto', 'BiologÃ­a humana y salud', 'Pautas para una vida saludable', 'Flora ornamental y jardinerÃ­a', 'La magia del vino' o 'Los misterios de la cerveza'. "," Among the subjects: 'Ancient Egyptian Culture', 'Human Biology and Health', 'Guidelines for a Healthy Life', 'Ornamental Flora and Gardening', 'The Magic of Wine', or 'The Mysteries of Beer'. ",3
Las clases se imparten dos tardes de 17:00 a 20:30 horas. , Classes are held two afternoons from 17:00 to 20:30 hours. ,4
"Los estudiantes senior complementan su formaciÃ³n con excursiones, visitas y diferentes actividades prÃ¡cticas. "," Senior students complement their education with excursions, visits, and various practical activities. ",4
"El acto inaugural, celebrado este lunes en el Campus CIM, ha comenzado con bienvenida del vicerrector de Estudiantes, Cultura y Deportes, Sergio Amat. "," The inaugural event, held this Monday at the CIM Campus, began with a welcome from the Vice-Rector for Students, Culture, and Sports, Sergio Amat. ",4
"A continuaciÃ³n, el cronista de la ciudad, Francisco J. Franco GonzÃ¡lez, ha impartido la conferencia inaugural, titulada: 'La importancia del conocimiento de la historia de Cartagena'. "," Next, the city's chronicler, Francisco J. Franco GonzÃ¡lez, gave the inaugural conference entitled: 'The Importance of Knowing the History of Cartagena'. ",4
"MarÃ­a JosÃ© Puerto, presidenta de UMAY, la asociaciÃ³n de alumnos y antiguos alumnos de Universidad de Mayores, ha presentado el programa de actividades del 20 aniversario, que se desarrollarÃ¡n entre el 23 de octubre y el 3 de noviembre. "," MarÃ­a JosÃ© Puerto, president of UMAY, the association of students and alumni of the Senior University, presented the program of activities for the 20th anniversary, which will take place between October 23 and November 3. ",4
"En  EspaÃ±a habÃ­a mÃ¡s de 63.000 personas matriculadas en las 49 universidades que ofertan este programa formativo el curso anterior a la pandemia del coronavirus, segÃºn la AEPUM (AsociaciÃ³n Estatal de Programas Universitarios para Mayores). "," In Spain, there were more than 63,000 people enrolled in the 49 universities that offer this educational program in the year before the coronavirus pandemic, according to AEPUM (State Association of University Programs for Seniors). ",3
"Entre sus objetivos, el acceso de este colectivo a la universidad, especialmente para aquellos que en su momento no pudieron cursar estudios universitarios. "," Among its objectives is the access of this group to university, especially for those who were unable to pursue university studies at the time. ",3
No obstante hay un gran nÃºmero de estudiantes titulados universitarios. ," However, there is a large number of university graduates. ",4
"El ministro de Universidades en funciones, Joan Subirats, ha mantenido este lunes un encuentro de trabajo con el Equipo de Gobierno de la UPCT.","The Minister of Universities in office, Joan Subirats, held a working meeting with the Government Team of the UPCT this Monday.",SDG4:QualityEducation
"Durante la reuniÃ³n, la Rectora y su equipo han abordado diferentes cuestiones con el mÃ¡ximo responsable del Ministerio.","During the meeting, the Rector and her team discussed different issues with the Ministry's top official.",SDG4:QualityEducation
Subirats ha firmado en el libro de honor de la Universidad PolitÃ©cnica de Cartagena.,Subirats has signed the guestbook at the Polytechnic University of Cartagena.,SDG4:QualityEducation
Subirats asiste este martes al Solemne Acto de Apertura de Curso de las universidades pÃºblicas de la RegiÃ³n de Murcia en el Paraninfo de la UPCT.,Subirats attends this Tuesday the Solemn Opening Ceremony of the academic year at the public universities of the Region of Murcia at the UPCT's Main Auditorium.,SDG4:QualityEducationSDG10:ReducedInequalities
La Universidad PolitÃ©cnica de Cartagena acoge este martes el solemne acto de apertura del curso acadÃ©mico en las universidades pÃºblicas de la RegiÃ³n. , The Polytechnic University of Cartagena hosts this Tuesday the solemn opening ceremony of the academic year at public universities in the Region. ,"NoPoverty(1),QualityEducation(4),Industry,Innovation,andInfrastructure(9),ReducedInequalities(10)"
"Repite como anfitriona por su 25 aniversario, motivo por el que tambiÃ©n asiste al evento, que comenzarÃ¡ a las 11:30 horas, el ministro de Universidades, Joan Subirats. "," It repeats as the host for its 25th anniversary, which is why the Minister of Universities, Joan Subirats, will also attend the event, which will start at 11:30 a.m.  ","NoPoverty(1),QualityEducation(4)"
"En el acto intervendrÃ¡n tambiÃ©n los rectores de la UPCT y la Universidad de Murcia, Beatriz Miguel y JosÃ© LujÃ¡n, sus respectivos secretarios generales, Rosa Badillo and Francisco Antonio GonzÃ¡lez, el consejero de Universidades del Gobierno regional, Juan MarÃ­a VÃ¡zquez, y el autor de la lecciÃ³n magistral, el catedrÃ¡tico Alfonso Fuentes Aznar. "," The event will also be attended by the rectors of the UPCT and the University of Murcia, Beatriz Miguel and JosÃ© LujÃ¡n, their respective secretaries general, Rosa Badillo and Francisco Antonio GonzÃ¡lez, the Regional Government's Universities Adviser, Juan MarÃ­a VÃ¡zquez, and the author of the master class, the professor Alfonso Fuentes Aznar. ","QualityEducation(4),ReducedInequalities(10),Peace,JusticeandStrongInstitutions(16)"
Su 'lectio' lleva por tÃ­tulo 'Forjando el futuro: un viaje a travÃ©s de la tecnologÃ­a del engranaje'. , Its 'lectio' is titled 'Forging the Future: A Journey Through Gear Technology.' ,"Industry,Innovation,andInfrastructure(9)"
"AmenizarÃ¡ el evento la Unidad de MÃºsica de la Academia General del Aire y del Espacio, dirigida por el comandante JosÃ© Manuel CastellÃ³. "," The Music Unit of the General Air and Space Academy, directed by Commander JosÃ© Manuel CastellÃ³, will liven up the event. ","Industry,Innovation,andInfrastructure(9)"
"La AGA es sede del Centro Universitario de la Defensa, centro adscrito a la UPCT. "," The AGA is the headquarters of the Defense University Center, affiliated with the UPCT. ","NoPoverty(1),QualityEducation(4),Peace,JusticeandStrongInstitutions(16)"
"Debido al acto de apertura, este martes es jornada no lectiva ni hÃ¡bil para las tareas acadÃ©micas y administrativas en las universidades pÃºblicas de la RegiÃ³n. "," Due to the opening ceremony, this Tuesday is a non-teaching and non-working day for academic and administrative tasks at public universities in the Region. ","QualityEducation(4),ReducedInequalities(10)"
"Los investigadores de la UPCT Rafael Toledo y Anastasio DÃ­az, responsables del proyecto 'MisiÃ³n Euclid: contribuciones de la UPCT a la integraciÃ³n del modelo de vuelo y software de a bordo, preparaciÃ³n y explotaciÃ³n cientÃ­fica' del telescopio espacial lanzado en julio por la Agencia Espacial Europea (ESA), participan este miÃ©rcoles, a partir de las 19:00, en la Biblioteca Regional de Murcia en una de las actividades organizadas por la AsociaciÃ³n de DivulgaciÃ³n CientÃ­fica (ADCMurcia) con motivo de la Semana Mundial del Espacio.","The researchers from UPCT Rafael Toledo and Anastasio DÃ­az, responsible for the project 'Euclid Mission: UPCT's contributions to the integration of the flight model and on-board software, preparation and scientific exploitation' of the space telescope launched in July by the European Space Agency (ESA), will participate this Wednesday, starting at 19:00, at the Regional Library of Murcia in one of the activities organized by the Scientific Outreach Association (ADCMurcia) on the occasion of the World Space Week.","3,4,9"
"En esta ediciÃ³n el tema elegido ha sido ÂEspacio y EmprendimientoÂ, reconociendo la creciente importancia de la industria espacial comercial, las oportunidades para el emprendimiento espacial y los nuevos beneficios del espacio desarrollados por los emprendedores del campo.","In this edition, the chosen theme has been 'Space and Entrepreneurship,' recognizing the growing importance of the commercial space industry, the opportunities for space entrepreneurship, and the new benefits of space developed by entrepreneurs in the field.","4,8"
"Con la miniaturizaciÃ³n y la disminuciÃ³n de los costos de lanzamiento, ahora es posible que una pequeÃ±a empresa construya y lance un satÃ©lite de reducidas dimensiones, y que los empresarios creen nuevos productos que aporten datos valiosos para los gobiernos y la industria, explican los organizadores.","With miniaturization and decreasing launch costs, it is now possible for a small company to build and launch a satellite of small dimensions, and for entrepreneurs to create new products that provide valuable data for governments and the industry, explain the organizers.","4,9"
"Asimismo, el planetario del Museo de la Ciencia y el Agua ofrecerÃ¡ sesiones especiales durante toda la semana, con un enfoque especial en la temÃ¡tica de la Semana Mundial del Espacio.","Likewise, the planetarium at the Science and Water Museum will offer special sessions throughout the week, with a special focus on the theme of World Space Week.",4
"El objetivo de la ONU durante la Semana Mundial del Espacio 2023 es inspirar a estudiantes de todo el mundo a estudiar STEM y negocios, ofreciendo asÃ­ a las empresas espaciales la oportunidad de contratar a la fuerza laboral necesaria para la creciente industria espacial comercial.","The objective of the UN during World Space Week 2023 is to inspire students worldwide to study STEM and business, thus offering space companies the opportunity to hire the necessary workforce for the growing commercial space industry.","4,8"
"En esta ocasiÃ³n, ademÃ¡s de con el apoyo del Museo de la Ciencia y el Agua de Murcia y de la Biblioteca Regional, la ADCMurcia ha contado con la colaboraciÃ³n de la Universidad PolitÃ©cnica de Cartagena (UPCT) y la Universidad CatÃ³lica San Antonio de Murcia (UCAM).","On this occasion, in addition to the support from the Science and Water Museum of Murcia and the Regional Library, ADCMurcia has had the collaboration of the Polytechnic University of Cartagena (UPCT) and the Catholic University of San Antonio de Murcia (UCAM).",4
"La entrada a las conferencias en ambos espacios es libre hasta completar el aforo, mientras que las sesiones de planetario estÃ¡n sujetas al precio habitual.","Entry to the conferences in both spaces is free until full capacity is reached, while planetarium sessions are subject to the usual price.",4
Cuatrocientos diez runners han participado este domingo en la ÂCarrera 25 Aniversario UPCTÂ. , Four hundred ten runners participated this Sunday in the '25th Anniversary UPCT Race'. ,SDG3
"Miembros de la comunidad universitaria, amigos de la Universidad y amigos del deporte de todas las edades han recorrido un circuito urbano de 6 kilÃ³metros por las calles de Cartagena. "," Members of the university community, friends of the University, and sports enthusiasts of all ages have traveled a 6-kilometer urban circuit through the streets of Cartagena. ",SDG3
La categorÃ­a con mayor participaciÃ³n ha sido la del rango de edad de 25 a 35 aÃ±os con 80 corredores inscritos: 56 hombres y 24 mujeres. , The category with the highest participation has been the age range of 25 to 35 years with 80 registered runners: 56 men and 24 women. ,SDG5
"La carrera la ha organizado la UPCT, en colaboraciÃ³n con la concejalÃ­a de Deportes del Ayuntamiento de Cartagena, la Autoridad Portuaria y la FederaciÃ³n de Atletismo de la RegiÃ³n de Murcia. "," The race was organized by the UPCT, in collaboration with the Sports Department of the Cartagena City Council, the Port Authority, and the Athletics Federation of the Region of Murcia. ","SDG3,SDG17"
La transformaciÃ³n digital ha cambiado la forma en que las empresas hoteleras operan y se comunican con sus clientes. , Digital transformation has changed the way hotel companies operate and communicate with their customers. ,"9,10"
"AsÃ­ lo ha manifestado Pedro Saura, presidente de Paradores de EspaÃ±a, en una conferencia impartida este viernes en la Facultad de Ciencias de la Empresa de la UPCT. "," This was stated by Pedro Saura, president of Paradores de EspaÃ±a, in a conference given this Friday at the Faculty of Business Sciences of the UPCT. ","4,8"
El conferenciante ha destacado la importancia de la transformaciÃ³n digital en la industria hotelera y ha mostrado cÃ³mo las empresas hoteleras pueden aprovechar las nuevas tecnologÃ­as para mejorar su funcionamiento y brindar una experiencia excepcional a sus clientes. , The speaker highlighted the importance of digital transformation in the hotel industry and showed how hotel companies can leverage new technologies to improve their operations and provide an exceptional experience to their customers. ,"9,10"
"Durante su intervenciÃ³n, Saura se ha referido al significativo impacto que ha tenido la digitalizaciÃ³n en todas las industrias, incluido el sector hotelero. "," During his speech, Saura referred to the significant impact that digitization has had on all industries, including the hotel sector. ","9,10"
"SegÃºn el presidente de Paradores de EspaÃ±a, la digitalizaciÃ³n ha permitido a los hoteles mejorar la eficiencia operativa, optimizar los procesos de reserva y ofrecer una experiencia mejorada para los huÃ©spedes. "," According to the president of Paradores de EspaÃ±a, digitization has allowed hotels to improve operational efficiency, optimize reservation processes, and offer an enhanced experience for guests. ","9,10"
"Saura se ha referido tambiÃ©n a las diferentes tecnologÃ­as que las empresas hoteleras han adoptado, como el uso de sistemas de gestiÃ³n hotelera, aplicaciones mÃ³viles y redes sociales para interactuar con los clientes. "," Saura also mentioned the various technologies that hotel companies have adopted, such as the use of hotel management systems, mobile applications, and social networks to interact with customers. ",9
El presidente de Paradores de EspaÃ±a tambiÃ©n ha indicado que la digitalizaciÃ³n ha hecho posible una mayor personalizaciÃ³n y una mejor atenciÃ³n al cliente. , The president of Paradores de EspaÃ±a also indicated that digitization has made greater personalization and improved customer service possible. ,"9,10"
"Cartagena, 18 de abril de 2018.","Cartagena, April 18, 2018.",
JoaquÃ­n Segado ha mantenido esta maÃ±ana un encuentro con la alcaldesa de la ciudad tras su toma de posesiÃ³n como presidente de la Autoridad Portuaria de Cartagena.,JoaquÃ­n Segado held a meeting this morning with the mayor of the city after taking office as the president of the Port Authority of Cartagena.,
"En el transcurso de la reuniÃ³n se ha abordado la integraciÃ³n Puerto-Ciudad, centrÃ¡ndose en el Barrio de Santa LucÃ­a, que en la actualidad es el mÃ¡s prÃ³ximo a la actividad portuaria y donde el Puerto lleva invertidos en los dos Ãºltimos aÃ±os mÃ¡s de 2 millones de euros, en distintas actuaciones como la adecuaciÃ³n del entorno urbano de Santa Lucia, desde la Plaza de la Isla a la glorieta hasta Curra, con el objetivo de mejorar la seguridad en la circulaciÃ³n por este vial, y la integraciÃ³n del mismo en la trama urbana, dotando a esta zona de un carÃ¡cter mÃ¡s urbano y menos portuario embelleciendo la entrada a la ciudad.",Decent Work and Economic Growth,"Industry,Innovation,andInfrastructure"
"Para el presidente del Puerto se hace necesario Âtener un punto de vista comÃºn entre ambas instituciones sobre el modelo de ciudad que queremos para Cartagena, ya que el entendimiento entre ambos es vital para su desarrolloÂ.",Decent Work and Economic Growth,
"Por otra parte, la alcaldesa ha solicitado que el Puerto financie parte del soterramiento del ferrocarril a la entrada de Cartagena a travÃ©s del Fondo de Accesibilidad Terrestre, a lo que el presidente le ha recordado que Âhasta el momento son 63 millones de euros los que se han invertido en ferrocarril desde el Puerto de Cartagena, tanto en la variante de Camarillas, como en los accesos a Escombreras y en el Ãºltimo Consejo de AdministraciÃ³n se aprobÃ³ el trÃ¡mite para la adecuaciÃ³n de la estaciÃ³n de EscombrerasÂ.","Industry, Innovation, and Infrastructure",SustainableCitiesandCommunities
"Estas obras estÃ¡n financiadas por el Fondo de Accesibilidad Terrestre que permite actuaciones para el fomento de la intermodalidad, tanto viaria como ferroviaria, en el transporte de mercancÃ­as que, ademÃ¡s, faculta a los puertos del Estado a financiar obras de accesibilidad fuera del propio dominio portuario, que estÃ©n vinculadas a la actividad comercial.","Industry, Innovation, and Infrastructure",SustainableCitiesandCommunities
"En el caso, la variante de Camarillas se encuentra a unos 150 kilÃ³metros de distancia del Puerto de Cartagena, y se cataloga como una infraestructura estratÃ©gica para potenciar el transporte de mercancÃ­as que ya existe con el centro y norte de EspaÃ±a.","Industry, Innovation, and Infrastructure",
"Segado tambiÃ©n ha recordado que estÃ¡ licitada la redacciÃ³n del proyecto del baipÃ¡s de Beniel por el que se conectarÃ¡ Cartagena con el Corredor MediterrÃ¡neo sin entrar en Murcia, tanto para mercancÃ­as como para viajeros y existe el compromiso del Gobierno de EspaÃ±a para la adaptaciÃ³n del trazado ferroviario y su financiaciÃ³n.","Industry, Innovation, and Infrastructure",
"Por Ãºltimo, el presidente le ha confirmado a la alcaldesa la prÃ³xima reuniÃ³n que mantendrÃ¡ con el presidente de la AsociaciÃ³n de Vecinos de Alumbres para tratar, entre otros temas, el paso de la lÃ­nea ferroviaria por esta diputaciÃ³n.",Decent Work and Economic Growth ,"Industry,Innovation,andInfrastructureSustainableCitiesandCommunities"
Un sensor que capta las seÃ±ales del cerebro , A sensor that captures brain signals ,3
un juego para predecir problemas de demencia , a game to predict dementia problems ,3
paneles solares para alimentar el dispositivo de monitorizaciÃ³n de una colmena , solar panels to power the beehive monitoring device ,7
son algunas las novedades en divulgaciÃ³n cientÃ­fica con los que la UPCT y socios del consorcio EUt+ estÃ¡n sorprendiendo hoy a los asistentes a la feria tecnolÃ³gica que estÃ¡ celebrando junto al Puerto con motivo de la Noche Europea de los Investigadores , are some of the new developments in scientific dissemination that UPCT and partners of the EUt+ consortium are surprising attendees at the technology fair being held with the Port on the occasion of the European Researchers' Night ,4
a la que Ãºnicamente esta maÃ±ana ya han asistido mÃ¡s de un millar de escolares de una veintena de centros educativos , to which more than a thousand students from twenty educational centers have already attended this morning ,4
"Los jÃ³venes preuniversitarios han recorrido apasionados los 25 talleres, tantos como aÃ±os cumple la UPCT, para conseguir completar los pasaportes cientÃ­ficos con los que la PolitÃ©cnica ha incentivado su participaciÃ³n en las demostraciones tecnolÃ³gicas "," Pre-university students have passionately toured the 25 workshops, as many as the number of years UPCT has turned, to complete the scientific passports with which the Polytechnic has encouraged their participation in technological demonstrations ","4,9"
Han trabajado duro , They have worked hard ,8
cambiando la rueda de una moto , changing the tire of a motorcycle ,8
creando un visor para hologramas , creating a hologram viewer ,9
dibujando personajes de realidad virtual , drawing virtual reality characters ,9
enfrentÃ¡ndose a cubos de Rubik , facing Rubik's cubes ,4
compitiendo en un trivial sobre redes sociales , competing in a trivia about social networks ,4
TambiÃ©n se han prestado a experimentos del proyecto Juno+ , They have also participated in experiments from the Juno+ project ,4
del grupo Neurocor , from the Neurocor group ,3
para captar las seÃ±ales que emite su cerebro , to capture the signals emitted by their brain ,3
han resuelto puzles de memorizaciÃ³n , have solved memorization puzzles ,4
que anticipan problemas de demencia , that anticipate dementia problems ,3
De panel solar a panel de abejas , From solar panel to bee panel ,7
"Investigadores bÃºlgaros de la politÃ©cnica de SofÃ­a, socios de la UPCT en el consorcio de la Universidad Europea de TecnologÃ­a (EUt+) han explicado su proyecto Solar Bee Project para monitorizar el estado de las colmenas con la energÃ­a suministrada por una instalaciÃ³n fotovoltaica "," Bulgarian researchers from the Sofia Polytechnic, UPCT partners in the EUt+ University Technology Consortium, have explained their Solar Bee Project to monitor the status of beehives with energy supplied by a photovoltaic installation ",7
"Participan en la feria tecnolÃ³gica, que se reanuda esta tarde de 17 a 23 horas, todas las escuelas y la facultad de la UPCT "," All schools and the faculty of UPCT participate in the technology fair, which resumes this afternoon from 5 pm to 11 pm ",4
con actividades sobre modelos genÃ©ticos , with activities on genetic models ,3
ingenierÃ­a civil , civil engineering ,9
turismo sostenible , sustainable tourism ,8
uso de redes sociales , use of social networks ,4
movilidad urbana , urban mobility ,9
inteligencia artificial , artificial intelligence ,9
robÃ³tica , robotics ,9
realidad aumentada , augmented reality ,9
nanotecnologÃ­a , nanotechnology ,9
o juegos matemÃ¡ticos , or mathematical games ,4
entre otros , among others ,4
han asistido los jÃ³venes investigadores de institutos de educaciÃ³n secundaria de la RegiÃ³n de Murcia , young researchers from secondary education institutes in the Region of Murcia have attended ,"4,9,10"
"En concreto, alumnado de los IES de Cartagena San Isidoro, MediterrÃ¡neo e Isaac Peral expondrÃ¡n sus trabajos de investigaciÃ³n desarrollados durante el curso pasado "," Specifically, students from the IES schools of Cartagena San Isidoro, MediterrÃ¡neo, and Isaac Peral will exhibit their research projects developed during the last academic year ","4,9"
que fueron presentados en el Congreso SIMIP que acoge cada aÃ±o la UPCT , which were presented at the SIMIP Congress hosted by UPCT every year ,"4,9"
"Del mismo modo, estudiantado del IES MediterrÃ¡neo expondrÃ¡n el coche elÃ©ctrico con el que consiguieron la victoria en la Ãºltima ediciÃ³n de la competiciÃ³n Greenpower celebrada en el circuito de Cartagena "," Similarly, students from IES MediterrÃ¡neo will exhibit the electric car with which they achieved victory in the last edition of the Greenpower competition held at the Cartagena circuit ","4,7"
"La vicerrectora de InvestigaciÃ³n, Transferencia y DivulgaciÃ³n "," The Vice-Rector of Research, Transfer, and Dissemination ",4
Catalina Egea , Catalina Egea ,None
"ha inaugurado la feria junto a Ignacio JÃ¡udenes, delegado de Cultura del Ayuntamiento de Cartagena "," has inaugurated the fair together with Ignacio JÃ¡udenes, Culture delegate of the Cartagena City Council ",4
que colabora a travÃ©s del Museo del Teatro Romano , which collaborates through the Roman Theater Museum ,4
donde se estÃ¡n desarrollando charlas sobre ingenierÃ­a romana y realidad virtual , where talks on Roman engineering and virtual reality are being held ,4
Eventos similares por la Noche Europea de los Investigadores y las Investigadoras se realizan este viernes en mÃ¡s de 280 ciudades europeas , Similar events for the European Researchers' Night are taking place this Friday in over 280 European cities ,4
"La UPCT participa a travÃ©s del proyecto Science Goes To School (GTS), un proyecto financiado por las acciones Marie Sk?odowska-Curie "," UPCT participates through the Science Goes To School (GTS) project, a project financed by the Marie Sk?odowska-Curie actions ","4,9"
con identificador de convocatoria HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens2022; grant agreement: 101061179) , with the registration ID HORIZON-MSCA-2022-CITIZENS-01 (MSCA and Citizens2022; grant agreement: 101061179) ,None
"AdemÃ¡s, las actividades desarrolladas por la UPCT cuentan con la colaboraciÃ³n de la Asamblea Regional de Murcia "," Furthermore, the activities carried out by UPCT have the collaboration of the Regional Assembly of Murcia ",4
del Ayuntamiento de Cartagena , of the Cartagena City Council ,4
del Teatro Romano de Cartagena , of the Roman Theater of Cartagena ,4
de la Autoridad Portuaria de Cartagena , of the Port Authority of Cartagena ,8
de la FederaciÃ³n de Tropas y Legiones de las Fiestas de Carthagineses y Romanos de Cartagena , of the Federation of Troops and Legions of the Carthaginians and Romans Festival of Cartagena ,"4,16"
"Tras tres aÃ±os de intenso trabajo de una iniciativa en la que participan las universidades politÃ©cnicas de Troyes (Francia), Chipre, Sofia (Bulgaria), Cluj-Napoca (RumanÃ­a), DublÃ­n (Irlanda), Riga (Letonia), Darmstadt (Alemania) y Cartagena (EspaÃ±a) "," After three years of intense work on an initiative involving the polytechnic universities of Troyes (France), Cyprus, Sofia (Bulgaria), Cluj-Napoca (Romania), Dublin (Ireland), Riga (Latvia), Darmstadt (Germany) and Cartagena (Spain) ",Nospecificgoal
los lÃ­deres de los ocho paquetes de trabajo del proyecto han presentado durante estos dÃ­as los principales logros e indicadores que se presentarÃ¡n a la ComisiÃ³n Europea para su valoraciÃ³n a finales de este aÃ±o , The leaders of the eight work packages of the project have presented the main achievements and indicators to be submitted to the European Commission for evaluation by the end of this year ,Nospecificgoal
"Estas jornadas han contado con la presencia de rectores de las universidades, entre los que se encontraba el rector de la universidad de Cassino y del Lazio Meridional (UNICAS) Marco DellÂIsola, que se ha incorporado recientemente como noveno socio de la alianza "," These days have seen the presence of university rectors, including the rector of the University of Cassino and Southern Lazio (UNICAS) Marco Dell'Isola, who recently joined as the ninth partner of the alliance ",Nospecificgoal
A lo largo de 8 sesiones plenarias se han desglosado todos los objetivos y acciones que configuraron el primer proyecto EUt+ que se iniciÃ³ en noviembre de 2020 ," Throughout 8 plenary sessions, all the objectives and actions that shaped the first EUt+ project initiated in November 2020 have been outlined ",Nospecificgoal
"destacando los logros obtenidos, las tareas pendientes, asÃ­ como las desviaciones o modificaciones que se han debido implementar para contribuir al Ã©xito del proyecto "," highlighting the achievements, outstanding tasks, as well as deviations or modifications that have been necessary to implement for project success ",Nospecificgoal
