sentence|translation|sdg
 Para David Sánchez, los sistemas de medida están hoy día en todos los continentes, en operadores, fabricantes, salas de evaluación, universidades y en las más importantes empresas del sector, como Samsung, Huawei, Panasonic, Microsoft, Qualcomm, AT&T, Vodafone, Verizon, DoCoMo, entre otras|For David Sánchez, measurement systems are now on all continents, in operators, manufacturers, evaluation rooms, universities, and in the most important companies in the sector, such as Samsung, Huawei, Panasonic, Microsoft, Qualcomm, AT&T, Vodafone, Verizon, DoCoMo, among others|9
 Nos gusta decir que hay un poquito de tecnología murciana en cada dispositivo móvil que usamos, matiza|We like to say that there is a little bit of technology from Murcia in every mobile device we use, he clarifies|9
 Entre los logros obtenidos hasta el momento, David Sánchez aclara que solamente hay en el mundo cinco empresas como EMITE, y de ellas solamente tres tienen la más compleja acreditación en Estados Unidos para evaluar la tecnología 5G, y ésta es una de las tres|Among the achievements made so far, David Sánchez clarifies that there are only five companies in the world like EMITE, and of these, only three have the most complex accreditation in the United States to evaluate 5G technology, and this is one of them|9
 Cuando un día llamó la NASA, la tratamos como un cliente más, y cuando la ESA, la Agencia Espacial Europea, nos propuso trabajar en un proyecto para localizar basura espacial empleando la técnica MIMO, propia de la tecnología 5G, no hicimos nada diferente a lo que estábamos haciendo para el único fabricante español de móviles, puntualiza|When NASA called us one day, we treated them like any other client, and when ESA, the European Space Agency, proposed to work on a project to locate space debris using MIMO technology, typical of 5G technology, we did nothing different than what we were doing for the only Spanish mobile manufacturer, he points out|9
 Cuando nos dijeron -añade- que no se podía medir a 220 GHz, que eso solamente lo hacían los chinos, convencimos al laboratorio alemán más avanzado a trabajar con nosotros, y hoy hay un segundo sistema midiendo a 220 GHz, pero en Europa, no en China|When they told us -he adds- that it was not possible to measure at 220 GHz, that only the Chinese did that, we convinced the most advanced German laboratory to work with us, and today there is a second system measuring at 220 GHz, but in Europe, not in China|9
 David Sánchez ha participado en este programa de La Aventura del Saber junto a Iris Celorrio, de la UDIMA, Universidad privada a distancia de Madrid; Juan Carlos López, de la Universidad de Castilla-La Mancha; Carlos J. Escudero, de la Universidade da Coruña; y Luis Muñoz, por parte de la Universidad de Cantabria|"David Sánchez has participated in this program ""La Aventura del Saber"" alongside Iris Celorrio from UDIMA, a Madrid-based private distance learning university; Juan Carlos López from the University of Castilla-La Mancha; Carlos J. Escudero from the University of A Coruña; and Luis Muñoz, representing the University of Cantabria"|4
 Universo Sostenible es el resultado de una coproducción de los servicios de audiovisuales y las unidades de comunicación de 29 universidades pertenecientes a CRUE Universidades Españolas|Sustainable Universe is the result of a co-production of audiovisual services and communication units of 29 universities belonging to CRUE Spanish Universities|4
 Esta temporada de Universo Sostenible cuenta con la colaboración de la Fundación Española para la Ciencia y la Tecnología - Ministerio de Ciencia e Innovación|This season of Sustainable Universe has the collaboration of the Spanish Foundation for Science and Technology - Ministry of Science and Innovation|4
"La tesis doctoral del investigador Francisco Melero titulada ""Soluciones TIC para envejecimiento activo y saludable en el hogar, en el puesto de trabajo y en la sociedad"" se ha desarrollado en el Centro Tecnológico del Mueble y la Madera de la Región de Murcia (CETEM) bajo el marco de dos iniciativas europeas: el proyecto Pharaon de pilotos a gran escala para envejecimiento activo y saludable, y la acción COST CA16226 Sheldon sobre entornos inteligentes para personas mayores, consiguiendo la calificación de Sobresaliente Cum Laude. "|" Francisco Melero's doctoral thesis entitled ""ICT Solutions for Active and Healthy Aging at Home, in the Workplace, and in Society"" has been developed at the Technological Centre of Furniture and Wood in the Region of Murcia (CETEM) under the framework of two European initiatives: the Pharaon project for large-scale pilots for active and healthy aging, and the COST CA16226 Sheldon action on intelligent environments for the elderly, achieving the qualification of Outstanding Cum Laude.  "|3
Esta tesis la respaldan más de media docena de artículos científicos en revistas de impacto, está dirigida por la doctora María Victoria Bueno Delgado, investigadora principal del grupo de Ingeniería de Redes de Telecomunicaciones del departamento de Tecnologías de la Información y las Comunicaciones, y codirigida por la doctora Josefina Garrido Lova, directora de I+D de CETEM, y cuya temática está relacionada con las Tecnologías de la Información y las Comunicaciones: mobiliario inteligente, asistencia sanitaria remota, telemedicina, soluciones e-health, etc.  con impacto a nivel social, sobre todo para la población adulta. | This thesis is supported by more than half a dozen scientific articles in impact journals, it is directed by Dr. María Victoria Bueno Delgado, principal researcher of the Telecommunications Networks Engineering group in the Department of Information and Communication Technologies, and co-directed by Dr. Josefina Garrido Lova, R&D director of CETEM, and its theme is related to Information and Communication Technologies: smart furniture, remote healthcare, telemedicine, e-health solutions, etc., with a social impact, especially for the adult population. |3
El doctorando Francisco Melero es responsable del departamento de proyectos internacionales en CETEM, entidad con una estrecha relación con la UPCT, colaborando ambas entidades en media docena de proyectos europeos. | PhD candidate Francisco Melero is responsible for the Department of International Projects at CETEM, an entity with a close relationship with UPCT, both collaborating in half a dozen European projects. |4
Las industrias del sector del hábitat, en general, y del mueble, en particular, están continuamente innovando hacia el diseño y desarrollo de soluciones que ayuden a un envejecimiento activo y saludable de la sociedad, en el hogar y en el entorno laboral, ha indicado Melero en su trabajo. |" ""The industries in the habitat sector in general, and in furniture in particular, are constantly innovating towards the design and development of solutions that help active and healthy aging in society, at home and in the workplace,"" Melero stated in his work. "|9
La presentación de esta tesis doctoral, defendida el 2 de junio, se realiza bajo la modalidad de Compendio de Publicaciones, y muestra el resultado de varios años de trabajo en el marco de tres líneas de investigación relacionadas con el envejecimiento activo y soluciones e-health y Ambient Assisted Living (AAL) para la población de edad más avanzada: Mobiliario inteligente y espacios inteligentes; envejecimiento activo y saludable; y soluciones de las Tecnologías de la Información y las Comunicaciones (TIC) enfocadas al cuidado de la salud, en general, y a las personas mayores, en particular. |" The presentation of this doctoral thesis, defended on June 2, is carried out under the modality of ""Compilation of Publications,"" and shows the result of several years of work within three lines of research related to active aging and e-health solutions and Ambient Assisted Living (AAL) for the older population: Smart furniture and smart spaces; active and healthy aging; and solutions of Information and Communication Technologies (ICT) focused on healthcare in general, and on the elderly in particular. "|3
Ha planteado que en una sociedad europea que envejece rápidamente, es cada vez más necesario aplicar soluciones TIC y herramientas digitales que mejoran la calidad de vida, la independencia y la salud general de la población de edad más avanzada. | It has been suggested that in a rapidly aging European society, it is increasingly necessary to apply ICT solutions and digital tools that improve the quality of life, independence, and overall health of the older population. |3
En este contexto, el concepto de Inteligencia Ambiental (AmI) aparece para lograr un futuro en el que la tecnología rodee a los usuarios y les ayude en su vida diaria. | In this context, the concept of Ambient Intelligence (AmI) emerges to achieve a future in which technology surrounds users and helps them in their daily life. |9
En relación al mobiliario inteligente o smart furniture, Francisco Melero ha destacado sus propiedades en cuanto a funcionalidad y el uso de elementos digitales activos y conectados. | Regarding smart furniture, Francisco Melero has highlighted its properties in terms of functionality and the use of active and connected digital elements. |9
Además, debe ser considerado como un ente integrado en el concepto de ciudades inteligentes o calidad de vida. | Furthermore, it must be considered as an integrated entity in the concept of smart cities or quality of life. |11
Por ello, la investigación del estado del arte se centra en el envejecimiento de la población activa, tendencias recientes, direcciones futuras y envejecimiento en el trabajo. | Therefore, the research of the state of the art focuses on the aging of the active population, recent trends, future directions, and aging in the workplace. |3
El objetivo, según Melero, es proponer respuestas eficaces que apoyen el envejecimiento en el trabajo y soluciones e-health que permita a la población senior vivir de manera independiente durante más tiempo, a través de soluciones digitales capaces de abordar los retos de servicios e-health en áreas rurales, tales como, un sistema de teleasistencia basado en el cuidado proactivo, el envejecimiento activo, la prevención y las necesidades de los usuarios y sus entornos. |" The objective, according to Melero, is ""to propose effective responses that support aging in the workplace and e-health solutions that allow the senior population to live independently for longer, through digital solutions capable of addressing the challenges of e-health services in rural areas, such as a teleassistance system based on proactive care, active aging, prevention, and the needs of users and their environments."" "|3
Esta tesis ha indicado que la domótica o automatización del hogar, junto con los servicios de teleasistencia médica, son parte del mercado AAL. |" This thesis has indicated that ""home automation or home automation, along with medical teleassistance services, are part of the AAL market. "|3
Dentro de este concepto, el mobiliario inteligente y multifuncional juega un rol importante a la hora de promover la salud y el bienestar, la gestión de la fragilidad física y mental, así como de otros deterioros causados por el envejecimiento. |" Within this concept, smart and multifunctional furniture plays an important role in promoting health and well-being, managing physical and mental fragility, as well as other deteriorations caused by aging."" "|3
También, ayuda a reducir el impacto de aquellas barreras físicas y cognitivas que impiden a los trabajadores seguir activos y productivos en su puesto de trabajo durante los últimos años de su etapa laboral. | It also helps reduce the impact of physical and cognitive barriers that prevent workers from remaining active and productive in their workplace during the later years of their working life. |8
La Cátedra de Medio Ambiente Autoridad Portuaria de Cartagena-Campus Mare Nostrum ha lanzado una convocatoria para cubrir tres contratos de investigación.|The Chair of Environment of the Port Authority of Cartagena-Campus Mare Nostrum has launched a call to fill three research contracts.|9
Son siete los temas prioritarios desde el punto de vista medioambiental para el ámbito portuario de Cartagena: Red Natura 2000; Ruido subacuático y ruido ambiental; Contaminación marina; Gestión de residuos; Suelos contaminados; Biodiversidad y gestión responsable de especies y hábitats y Desarrollos tecnológicos relacionados con la difusión, comunicación o gestión de actuaciones ambientales.|There are seven priority topics from an environmental point of view for the port area of Cartagena: Natura 2000 Network; Underwater and environmental noise; Marine pollution; Waste management; Contaminated soils; Biodiversity and responsible management of species and habitats; and Technological developments related to the diffusion, communication, or management of environmental actions.|14
La convocatoria está dirigida a los  investigadores de la Universidad Politécnica de Cartagena y la Universidad de Murcia.|The call is aimed at researchers from the Polytechnic University of Cartagena and the University of Murcia.|4
Pueden contar con la colaboración de otras universidades, fundaciones, empresas y demás instituciones públicas y privadas que puedan contribuir al desarrollo del conocimiento en materias relacionadas con el medio ambiente en el entorno del Puerto de Cartagena.|They can count on the collaboration of other universities, foundations, companies, and other public and private institutions that can contribute to the development of knowledge in matters related to the environment in the area of the Port of Cartagena.|17
El plazo de presentación de las propuestas finaliza el 30 de noviembre, a las 14:00 horas.|The deadline for submitting proposals is November 30th, at 14:00 hours.|9
La Cátedra Interuniversitaria de Medio Ambiente Autoridad Portuaria de Cartagena - Campus Mare Nostrum tiene atribuidas, entre sus funciones, la de promover y realizar estudios e investigaciones multidisciplinares sobre materias relacionadas con el medio ambiente en el entorno del Puerto de Cartagena, que puedan ser aprovechables y explotables por la Autoridad Portuaria en beneficio de su buen desarrollo y gestión final.|The Interuniversity Chair of Environment of the Port Authority of Cartagena - Campus Mare Nostrum is assigned, among its functions, to promote and carry out multidisciplinary studies and research on matters related to the environment in the area of the Port of Cartagena, which can be useful and exploitable by the Port Authority for the benefit of its good development and final management.|9
Abierta la inscripción para la XXV edición del Trofeo Rectora.|Registration open for the XXV edition of the Rector's Trophy.|3
El vicerrectorado de Estudiantes, Cultura y Deportes ha abierto la inscripción para el Trofeo Rectora de este curso.|The Vice-Rectorate for Students, Culture and Sports has opened registration for this academic year's Rector's Trophy.|4
La competición tendrá lugar el próximo 11 de diciembre.|The competition will take place on December 11th.|3
Se disputarán 13 modalidades deportivas.|13 sports disciplines will be contested.|3
Pueden participar todos los miembros de la comunidad universitaria: Estudiantes, Personal Docente Investigador (PDI) y Personal Técnico, de Gestión y de Administración y Servicios (PTGAS).|All members of the university community can participate: Students, Teaching and Research Staff (PDI), and Technical, Management, and Administrative Services Staff (PTGAS).|4
Este año se convoca: ajedrez, baloncesto, baloncesto 3, balonmano, bádminton, fútbol 6, fútbol sala, pádel, rugby 7, tenis, tenis de mesa, voleibol y voley playa.|This year, the following are called: chess, basketball, 3x3 basketball, handball, badminton, 6-a-side football, futsal, paddle tennis, rugby 7, tennis, table tennis, volleyball, and beach volleyball.|3
Los ganadores de cada una de las modalidades deportivas de la XXV edición del Trofeo Rectora se enfrentarán a la Universidad de Murcia en el Trofeo Campus Mare Nostrum.|The winners of each of the sports disciplines of the XXV edition of the Rector's Trophy will compete against the University of Murcia in the Campus Mare Nostrum Trophy.|3
Las cuotas son 35 para los deportes de equipo; 20 para baloncesto 3x3; 10 para deportes de pareja y 5 para deportes individuales.|Fees are 35 for team sports; 20 for 3x3 basketball; 10 for pair sports, and 5 for individual sports.|3
La inscripción está abierta hasta el próximo 30 de noviembre.|Registration is open until November 30th.|3
En el marco del convenio de colaboración entre la UPCT y la empresa de prevención de riesgos laborales Valora Prevención, se establecen actividades conjuntas de formación, investigación e innovación en el área de los servicios de prevención dentro del ámbito de la salud en el trabajo y la prevención eficaz. |" Within the framework of the collaboration agreement between UPCT and the occupational risk prevention company ""Valora Prevención"", joint activities are established for training, research, and innovation in the field of prevention services within the scope of health at work and effective prevention. "|3
"La investigadora Lola Cano, profesora de la Escuela de Ingeniería de Telecomunicación de la UPCT es la impulsora de esta iniciativa y ha explicado que ""tecnologías disruptivas como las empleadas en el metaverso, incluyendo la realidad virtual y la realidad aumentada, o las de procesado natural del lenguaje, pueden tener un impacto muy significativo en la forma en la que se aborda la prevención de riesgos laborales. "|" Researcher Lola Cano, professor at the School of Telecommunication Engineering at UPCT, is the driving force behind this initiative and has explained that ""disruptive technologies such as those used in the metaverse, including virtual reality and augmented reality, or natural language processing, can have a very significant impact on how occupational risk prevention is addressed. "|9
Un ejemplo de la primera es la gran apuesta de Apple por lo que han denominado computación espacial. | An example of the first one is Apple's major commitment to what they have termed spatial computing. |9
"Imaginemos el impacto que podría tener en la formación de trabajadores el uso de estas herramientas y el nuevo espacio de trabajo que se crea para los desarrolladores, a lo que añade, sin duda, la colaboración entre ámbitos de conocimiento que podrían parecer dispares va a ser muy enriquecedora para nuestros estudiantes"". "|" Let us imagine the impact that the use of these tools could have on worker training and the new workspace created for developers"", to which she adds, ""undoubtedly, collaboration between fields of knowledge that may seem disparate will be very enriching for our students"". "|4
Entre las actividades del convenio, se aborda también la captación de talento, que incluye posibilidades de empleo en Valora, prestando particular atención a los estudiantes del Máster Interuniversitario en Prevención de Riesgos Laborales, a la vez que explora nuevas vías de desarrollo profesional de los egresados en ingenierías o ADE de la UPCT. |" Among the activities of the agreement, talent recruitment is also addressed, which includes employment opportunities at ""Valora"", paying particular attention to students of the Interuniversity Master's Degree in Occupational Risk Prevention, while exploring new avenues for the professional development of graduates in engineering or business administration and management from UPCT. "|8
El objetivo de este acuerdo es poner en valor la importancia de la prevención de riesgos laborales y la vigilancia de la salud. | The objective of this agreement is to emphasize the importance of occupational risk prevention and health surveillance. |3
De este modo, ambas instituciones participan conjuntamente en estudios y proyectos de investigación en áreas de interés común; en programas de difusión y concienciación social de servicios de prevención; realización de cursos de formación; la posibilidad de integración en el programa de prácticas de alumnos de la UPCT; y asesoramiento e intercambio de información mutuo. | Thus, both institutions participate jointly in studies and research projects in areas of common interest; in programs for the dissemination and social awareness of prevention services; conducting training courses; the possibility of integration into the internship program for UPCT students; and mutual advice and information exchange. |17
Exalumnos de la Escuela Técnica Superior de Ingeniería Agronómica (ETSIA) y un miembro de la Junta Directiva del Colegio de Ingenieros Técnicos Agrícolas de la Región de Murcia (COGITARM) han explicado sus experiencias profesionales y las posibilidades de salidas laborales a los estudiantes de nuevo ingreso en un acto celebrado la semana pasada. | Former students of the Higher Technical School of Agronomic Engineering (ETSIA) and a member of the Board of Directors of the College of Agricultural Technical Engineers of the Region of Murcia (COGITARM) have explained their professional experiences and the job opportunities to new incoming students at an event held last week. |4
El objetivo de esta jornada de motivación ha sido animar a los alumnos de primer curso para afrontar con éxito el inicio de la carrera y los cambios que implica el paso a la Universidad. | The objective of this motivational session has been to encourage first-year students to successfully face the beginning of their career and the changes that come with transitioning to University. |4
En las charlas participaron cuatro alumnos egresados que actualmente se encuentran trabajando o siguen con sus estudios de doctorado. | Four alumni who are currently working or pursuing their doctoral studies participated in the talks. |4
Desde el COGITARM, que recientemente firmó un convenio de colaboración con la UPCT, se les informó sobre los servicios que ofrece esta entidad a los recién titulados y se les animó a participar en todos los eventos que desde el Colegio se organicen. | From COGITARM, which recently signed a collaboration agreement with UPCT, they were informed about the services offered by this organization to newly graduated individuals and encouraged to participate in all the events organized by the College. |4
El programa público de pensamiento y cultura científica Cartagena Piensa presentó ayer su nueva programación trimestral, la número 20, en la que vuelve a participar la UPCT. | The public program of thought and scientific culture Cartagena Piensa presented yesterday its new quarterly schedule, the number 20, in which the UPCT participates again. |4
Investigadores de la Politécnica de Cartagena y de la asociación AJICT impartirán una charla el martes 23 de mayo, a partir de las 20:00, en la cafetería El Soldadito de Plomo, coincidiendo con la celebración esos días del festival nacional Pint of Science. | Researchers from the Polytechnic University of Cartagena and the AJICT association will give a talk on Tuesday, May 23, starting at 8:00 p.m., at the El Soldadito de Plomo cafeteria, coinciding with the celebration of the national Pint of Science festival these days. |4
La UPCT participa en Cartagena Piensa con la colaboración de la Fundación Española para la Ciencia y la Tecnología (FECYT) del Ministerio de Ciencia e Innovación. | The UPCT participates in Cartagena Piensa with the collaboration of the Spanish Foundation for Science and Technology (FECYT) of the Ministry of Science and Innovation. |4
El director de Le Monde Diplomatique en español, Ignacio Ramonet; el escritor Isaac Rosa; el antropólogo Emilio Santiago Muiño; la arquitecta Gemma Barricarte, el guionista y periodista Juan Bordera, la poeta y periodista Azahara Polomeque, el ensayista y activista Luis González Reyes, o el filósofo Antonio Campillo, tendrán también su espacio dentro de este trimestre de Cartagena Piensa, en cuyo marco se celebrará el cincuentenario de la asociación conservacionista ANSE, con una mesa redonda sobre la mirada periodística en la defensa de la naturaleza. | The director of Le Monde Diplomatique in Spanish, Ignacio Ramonet; the writer Isaac Rosa; the anthropologist Emilio Santiago Muiño; the architect Gemma Barricarte; the screenwriter and journalist Juan Bordera; the poet and journalist Azahara Polomeque; the essayist and activist Luis González Reyes, or the philosopher Antonio Campillo, will also have their space within this quarter of Cartagena Piensa, within which the fiftieth anniversary of the conservationist association ANSE will be celebrated, with a round table on the journalistic view in defense of nature. |4
La Universidad en cifras publicó ayer la última edición de su informe anual. | The University in Figures published yesterday the latest edition of its annual report. |4
El estudio recoge los datos de la encuesta del Instituto Nacional de Estadística. | The study collects the data from the survey of the National Statistics Institute. |4
En la que se constata la alta inserción laboral de los titulados en Ingeniería. | Where the high employment rate of graduates in Engineering is noted. |8
Una tasa de empleo del 92% en 2019 para quienes se graduaron en 2014. | An employment rate of 92% in 2019 for those who graduated in 2014. |8
La media en el conjunto de universitarios egresados aquel año es del 86%. | The average for all university graduates that year is 86%. |4
Notablemente inferior al de quienes optan por títulos de las áreas de Ingeniería, industria y construcción. | Noticeably lower than those who choose titles in the areas of Engineering, industry, and construction. |4
El informe de Crue también destaca los datos de ofertas de empleo de la consultora Adecco. | The report by Crue also highlights the job offers data from the consulting firm Adecco. |8
En el que destacan los puestos sin cubrir, por la escasez de profesionales cualificados en Ingeniería de Telecomunicación e Ingeniería Industrial, en todas sus especialidades. | In which there are vacancies due to the shortage of qualified professionals in Telecommunication Engineering and Industrial Engineering, in all its specialties. |8
Estudiantes preuniversitarios y sus familiares podrán conocer, el sábado 29 de abril de 10 a 14 horas, la oferta de títulos de la Politécnica de Cartagena en la Jornada de Puertas Abiertas. | Pre-university students and their families will be able to learn about the degrees offered by the Polytechnic University of Cartagena on the Open Day on Saturday, April 29, from 10 am to 2 pm. |4
Quienes deseen asistir pueden inscribirse aquí. | Those who wish to attend can register here. |4
El proyecto Greenworal ha participado este sábado en el I Encuentro Artesanal y Solidario 'Mi Barrio' que se ha llevado a cabo en el barrio de la Concepción de Cartagena.|The Greenworal project participated this Saturday in the I Craft and Solidarity Meeting 'Mi Barrio' that took place in the neighborhood of La Concepción in Cartagena.|8
Coordinado desde la UPCT, el proyecto europeo Greenworal (2021-1-ES01-KA220-ADU-000033740) promueve el emprendimiento y las actividades empresariales e innovadoras que sean beneficiosas para el medio ambiente impulsadas por mujeres del mundo rural.|Coordinated from the UPCT, the European project Greenworal (2021-1-ES01-KA220-ADU-000033740) promotes entrepreneurship and innovative business activities that are beneficial to the environment driven by women from rural areas.|5
El barrio de La Concepción, donde se realizó el encuentro, es la zona escogida por otro proyecto de la UPCT, LIFE_BauhausingEurope (LIFE22-ENV-ES-LIFEBauhausingEurope/101113886), para impulsar la reimaginación de edificios públicos.|The neighborhood of La Concepción, where the meeting took place, is the area chosen by another project of the UPCT, LIFE_BauhausingEurope (LIFE22-ENV-ES-LIFEBauhausingEurope/101113886), to promote the reimagining of public buildings.|9
Hidrogea relanza su colaboración con la Red de Cátedras de la Universidad Politécnica de Cartagena (UPCT) con la convocatoria de cursos de formación en redes de abastecimiento y saneamiento | Hidrogea relaunches its collaboration with the Network of Chairs of the Polytechnic University of Cartagena (UPCT) through the call for training courses in supply and sanitation networks | 4
becas de iniciación a la investigación y premios a los mejores trabajos fin de estudios, así como con incorporación de egresados a su plantilla | research initiation scholarships and prizes for the best final projects, as well as the incorporation of graduates in their workforce | 4
el patrocinio de actividades divulgativas y el desarrollo de líneas de investigación en gestión inteligente del ciclo integral del agua y desarrollo de tecnologías para las ciudades inteligentes (smart cities) | sponsorship of outreach activities and the development of research lines in intelligent management of the water cycle and the development of technologies for smart cities | 4, 9, 11
El consejero delegado de Hidrogea, Juan José Alonso, acompañado de los responsables de Operaciones, Francisco Reyes; Comunicación, Eva Franco, y Sistemas de Información, Fernando Alcaraz, ha rubricado este martes junto a la rectora de la UPCT, Beatriz Miguel, la renovación del convenio de esta cátedra, que se creó en 2014 y que codirigen Fernando Cerdán y José María Carrillo | Hidrogea's CEO, Juan José Alonso, along with the heads of Operations, Francisco Reyes; Communication, Eva Franco, and Information Systems, Fernando Alcaraz, signed on Tuesday alongside the rector of the UPCT, Beatriz Miguel, the renewal of this chair's agreement, which was created in 2014 and co-directed by Fernando Cerdán and José María Carrillo | 4
El curso de formación se iniciará en enero y enseñará al alumnado las tecnologías que se utilizan para la modelización de las redes de abastecimiento y saneamiento | The training course will start in January and will teach students the technologies used for modeling supply and sanitation networks | 4
De entre los estudiantes que lo cursen serán seleccionados los nuevos becarios de la Cátedra, que colaborarán con la compañía en estas áreas y en las de depuración y sensorización | Among the students who take the course, the new scholarship holders from the Chair will be selected, who will collaborate with the company in these areas, as well as in purification and sensorization | 4
Las becas tendrán una remuneración de 500 euros brutos mensuales y la empresa también se compromete a incorporar egresados de la Politécnica | The scholarships will have a gross monthly salary of 500 euros and the company also commits to hiring graduates from the Polytechnic University | 4
Desde 2014, más de 70 estudiantes han disfrutado de becas en Hidrogea y una quincena de ellos fueron contratados | Since 2014, over 70 students have benefited from scholarships at Hidrogea and fifteen of them were hired | 4
La Cátedra también convocará premios de 600 y 300 euros a los dos mejores trabajos finales de estudios en sus ámbitos de interés | The Chair will also award prizes of 600 and 300 euros to the two best final projects in their areas of interest | 4
Y en materia de divulgación, Hidrogea participará en actividades organizadas por la Unidad de Cultura Científica y de la Innovación y patrocinará eventos de difusión del conocimiento | And in terms of outreach, Hidrogea will participate in activities organized by the Unit of Scientific Culture and Innovation and will sponsor events for knowledge dissemination | 4
Los investigadores en Ingeniería Hidráulica y en Telecomunicación retomarán asimismo las líneas de trabajo de I+D+i de la Cátedra, en la que se realizaron planes directores para las redes de abastecimiento y saneamiento, aplicaciones y desarrollos tecnológicos de telelectura y smart cities, como una aplicación de información medioambiental al ciudadano que utiliza el Ayuntamiento de Alcantarilla | Researchers in Hydraulic Engineering and Telecommunications will also resume the R&D&I lines of the Chair, which included masterplans for supply and sanitation networks, telemetry applications, and technological developments for smart cities, such as an environmental information app for citizens used by the Alcantarilla City Council | 4, 9, 11
En el marco de la Cátedra se desarrollaron proyectos de investigación, dos tesis doctorales y se generó una patente | Within the framework of the Chair, research projects were developed, two doctoral theses were completed, and a patent was generated | 4, 9
La catedrática del área de Tecnología de los Alimentos de la UPCT, Encarna Aguayo, ha sido designada este jueves miembro del nuevo Comité de Ética de la Investigación. | The professor of the Food Technology area at UPCT, Encarna Aguayo, has been appointed this Thursday as a member of the new Research Ethics Committee. |4
Se trata de un nuevo órgano independiente y de carácter consultivo sobre materias relacionadas con la ética en la investigación y la integridad científica. | It is a new independent and advisory body on matters related to ethics in research and scientific integrity. |4
El CPCTI está formado por 12 expertos y expertas de reconocido prestigio en ámbitos como la bioética, el derecho, la filosofía de la ciencia, la inteligencia artificial, la biotecnología o la experimentación animal. | The CPCTI is composed of 12 experts of recognized prestige in areas such as bioethics, law, philosophy of science, artificial intelligence, biotechnology, and animal experimentation. |4
Los miembros son: Antonio Diéguez Lucena (Universidad de Málaga), María del Carmen Fernández (Universidad Autónoma de Madrid), Pere Puigdomènech (Centro de Investigación en Agrigenómica CSIC-UAB), Leonor Ruíz (Hospital Virgen de la Victoria de Málaga), Nuria Sebastián (Universitat Pompeu Fabra), María del Mar Bolívar (Universidad de Alcalá), Encarna Aguayo (Universidad Politécnica de Cartagena), María Amparo Alonso (Universidad de A Coruña), Rafael Yuste (Universidad de Columbia), Coral Calero (Universidad de Castilla- La Mancha), Jordi Camí (Parque de Investigación Biomédica de Barcelona), Javier de Francisco Morcillo (Universidad de Extremadura). | The members are: Antonio Diéguez Lucena (University of Malaga), María del Carmen Fernández (Autonomous University of Madrid), Pere Puigdomènech (Research Center in Agrigenomics CSIC-UAB), Leonor Ruíz (Virgen de la Victoria Hospital of Malaga), Nuria Sebastián (Pompeu Fabra University), María del Mar Bolívar (University of Alcalá), Encarna Aguayo (Polytechnic University of Cartagena), María Amparo Alonso (University of A Coruña), Rafael Yuste (Columbia University), Coral Calero (University of Castilla-La Mancha), Jordi Camí (Biomedical Research Park of Barcelona), Javier de Francisco Morcillo (University of Extremadura). |4
